,zip_code,date,total_doses_daily,total_doses_cumulative,_1st_dose_daily,_1st_dose_cumulative,_1st_dose_percent_population,vaccine_series_completed_daily,vaccine_series_completed_cumulative,vaccine_series_completed_percent_population,population,zip_code_location,row_id,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6
566,60628,2021-03-04T00:00:00.000,347,9075,183,6119,0.095,165,2957,0.046,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210304,45,21861,237,43,19
567,60629,2021-03-04T00:00:00.000,758,18724,498,14381,0.131,260,4343,0.039,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210304,64,21867,293,6,58
568,60630,2021-03-04T00:00:00.000,405,12690,178,8492,0.150,227,4199,0.074,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210304,11,21869,129,50,48
569,60631,2021-03-04T00:00:00.000,268,10047,132,6628,0.224,138,3421,0.116,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210304,36,22243,733,29,17
570,60632,2021-03-04T00:00:00.000,702,16332,387,12454,0.139,315,3878,0.043,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210304,55,22248,640,8,56
571,60633,2021-03-04T00:00:00.000,68,1577,33,1063,0.084,35,514,0.041,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210304,52,22250,586,47,26
572,60634,2021-03-04T00:00:00.000,484,16323,243,11127,0.148,244,5199,0.069,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210304,17,22254,396,19,52
573,60636,2021-03-04T00:00:00.000,135,3476,85,2514,0.084,50,962,0.032,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210304,65,22257,280,3,23
574,60637,2021-03-04T00:00:00.000,153,8572,90,5207,0.110,63,3365,0.071,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210304,9,22260,470,4,60
575,60638,2021-03-04T00:00:00.000,380,12244,181,8259,0.141,199,3985,0.068,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210304,53,22268,590,15,7
576,60639,2021-03-04T00:00:00.000,412,16486,219,12985,0.147,193,3502,0.040,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210304,19,22615,306,44,2
577,60640,2021-03-04T00:00:00.000,528,20936,273,13574,0.196,261,7369,0.106,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210304,31,22616,633,18,15
578,60641,2021-03-04T00:00:00.000,430,13971,218,9644,0.138,213,4329,0.062,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210304,15,22618,139,21,21
579,60642,2021-03-04T00:00:00.000,131,5635,67,3467,0.176,67,2171,0.110,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210304,25,22620,109,46,49
580,60643,2021-03-04T00:00:00.000,421,12450,191,7854,0.161,231,4597,0.094,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210304,71,22212,630,42,13
581,60644,2021-03-04T00:00:00.000,227,6302,116,4394,0.094,111,1908,0.041,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210304,26,22216,674,23,32
582,60645,2021-03-04T00:00:00.000,304,11960,128,7982,0.169,178,3980,0.084,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210304,20,22528,42,27,12
583,60646,2021-03-04T00:00:00.000,263,9287,124,6063,0.212,140,3225,0.113,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210304,12,22532,782,38,18
584,60647,2021-03-04T00:00:00.000,605,19634,353,12911,0.147,259,6730,0.077,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210304,23,22535,322,41,1
585,60649,2021-03-04T00:00:00.000,203,7538,126,4874,0.105,77,2664,0.057,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210304,39,22538,418,33,24
586,60651,2021-03-04T00:00:00.000,316,8158,181,5719,0.090,135,2439,0.038,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210304,24,4299,99,45,5
587,60652,2021-03-04T00:00:00.000,243,7562,161,5298,0.122,82,2264,0.052,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210304,69,4300,199,30,8
588,60653,2021-03-04T00:00:00.000,186,6395,103,4262,0.129,83,2133,0.064,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210304,4,4301,583,10,36
589,60654,2021-03-04T00:00:00.000,146,5650,98,3550,0.177,50,2102,0.105,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210304,37,4446,652,36,55
590,60655,2021-03-04T00:00:00.000,267,9471,110,5716,0.200,158,3756,0.131,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210304,73,4447,369,42,33
591,60656,2021-03-04T00:00:00.000,202,5778,85,3926,0.139,121,1856,0.066,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210304,36,4448,735,29,31
592,60657,2021-03-04T00:00:00.000,487,21478,288,13311,0.188,203,8173,0.115,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210304,57,4449,680,25,22
593,60659,2021-03-04T00:00:00.000,247,8408,103,5554,0.13,146,2857,0.067,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210304,20,4450,30,27,50
594,60660,2021-03-04T00:00:00.000,402,11841,217,7714,0.173,189,4131,0.093,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210304,76,4451,536,16,14
595,60661,2021-03-04T00:00:00.000,51,2959,29,1797,0.174,22,1162,0.112,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210304,29,4452,784,36,45
596,60666,2021-03-04T00:00:00.000,2,38,2,26,0.000,2,14,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210304,75,16197,668,29,38
597,60707,2021-03-04T00:00:00.000,93,3045,33,2127,0.049,60,918,0.021,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210304,,4454,,,
598,60827,2021-03-04T00:00:00.000,7,276,4,189,0.007,3,87,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210304,,4460,,,
599,Unknown,2021-03-04T00:00:00.000,51,2263,27,1401,0.000,24,862,0.000,0,,Unknown-20210304,,,,,
600,60601,2021-03-03T00:00:00.000,124,4149,54,2532,0.168,70,1617,0.107,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210303,38,14309,580,36,42
601,60602,2021-03-03T00:00:00.000,20,695,4,417,0.364,16,278,0.243,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210303,38,14310,92,36,41
602,60603,2021-03-03T00:00:00.000,7,747,3,469,0.446,4,278,0.264,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210303,38,14311,367,36,34
603,60604,2021-03-03T00:00:00.000,10,495,3,299,0.363,7,196,0.238,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210303,38,14912,92,10,29
604,60605,2021-03-03T00:00:00.000,245,10247,100,6114,0.210,145,4133,0.142,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210303,38,14913,368,10,35
605,60606,2021-03-03T00:00:00.000,25,1091,14,670,0.204,11,421,0.128,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210303,38,14914,92,36,46
606,60607,2021-03-03T00:00:00.000,240,10003,101,5925,0.202,139,4078,0.139,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210303,29,14917,87,26,44
607,60608,2021-03-03T00:00:00.000,556,16875,239,11285,0.141,317,5592,0.070,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210303,33,14920,126,26,43
608,60609,2021-03-03T00:00:00.000,361,9055,153,6306,0.103,208,2749,0.045,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210303,59,14924,123,48,37
609,60610,2021-03-03T00:00:00.000,366,12019,134,7473,0.184,233,4547,0.112,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210303,37,14926,290,11,54
610,60611,2021-03-03T00:00:00.000,375,16326,106,9375,0.282,269,6951,0.209,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210303,37,21182,158,36,6
611,60612,2021-03-03T00:00:00.000,197,8029,100,5030,0.149,98,3000,0.089,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210303,29,21184,785,46,28
612,60613,2021-03-03T00:00:00.000,355,14350,177,9069,0.179,178,5281,0.104,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210303,57,21186,725,25,53
613,60614,2021-03-03T00:00:00.000,540,20096,248,12347,0.172,292,7749,0.108,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210303,68,21190,744,34,16
614,60615,2021-03-03T00:00:00.000,234,11844,121,6994,0.172,113,4850,0.119,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210303,8,21192,147,33,10
615,60616,2021-03-03T00:00:00.000,395,13308,153,8638,0.159,242,4671,0.086,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210303,1,21194,377,9,40
616,60617,2021-03-03T00:00:00.000,480,12713,192,8555,0.102,288,4158,0.050,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210303,48,21202,527,47,25
617,60618,2021-03-03T00:00:00.000,712,20555,378,13617,0.143,336,6940,0.073,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210303,16,21538,372,20,39
618,60619,2021-03-03T00:00:00.000,323,10124,165,6697,0.109,158,3427,0.056,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210303,40,21546,140,35,61
619,60620,2021-03-03T00:00:00.000,362,8899,185,6235,0.092,177,2664,0.039,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210303,70,21554,530,13,59
620,60621,2021-03-03T00:00:00.000,119,3100,65,2255,0.080,54,845,0.030,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210303,66,21559,435,4,11
621,60622,2021-03-03T00:00:00.000,317,14994,177,9510,0.178,140,5484,0.103,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210303,25,21560,476,11,4
622,60623,2021-03-03T00:00:00.000,743,15069,433,11734,0.144,310,3335,0.041,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210303,32,21569,754,28,57
623,60624,2021-03-03T00:00:00.000,186,4074,106,2919,0.084,80,1155,0.033,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210303,27,21572,736,23,30
624,60625,2021-03-03T00:00:00.000,578,17244,300,11494,0.145,278,5750,0.072,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210303,6,21849,620,24,20
625,60626,2021-03-03T00:00:00.000,335,11615,194,7562,0.15,141,4053,0.080,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210303,10,21853,358,5,9
626,60628,2021-03-03T00:00:00.000,332,8728,156,5936,0.092,176,2792,0.043,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210303,45,21861,237,43,19
627,60629,2021-03-03T00:00:00.000,723,17966,442,13883,0.126,281,4083,0.037,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210303,64,21867,293,6,58
628,60630,2021-03-03T00:00:00.000,421,12285,189,8314,0.147,232,3972,0.070,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210303,11,21869,129,50,48
629,60631,2021-03-03T00:00:00.000,260,9779,94,6496,0.220,166,3283,0.111,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210303,36,22243,733,29,17
630,60632,2021-03-03T00:00:00.000,704,15630,363,12067,0.134,341,3563,0.040,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210303,55,22248,640,8,56
631,60633,2021-03-03T00:00:00.000,46,1509,17,1030,0.081,29,479,0.038,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210303,52,22250,586,47,26
632,60634,2021-03-03T00:00:00.000,560,15839,302,10884,0.145,258,4955,0.066,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210303,17,22254,396,19,52
633,60636,2021-03-03T00:00:00.000,131,3341,74,2429,0.081,57,912,0.030,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210303,65,22257,280,3,23
634,60637,2021-03-03T00:00:00.000,206,8419,113,5117,0.108,93,3302,0.070,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210303,9,22260,470,4,60
635,60638,2021-03-03T00:00:00.000,394,11864,163,8078,0.138,231,3786,0.065,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210303,53,22268,590,15,7
636,60639,2021-03-03T00:00:00.000,436,16074,188,12766,0.145,249,3309,0.038,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210303,19,22615,306,44,2
637,60640,2021-03-03T00:00:00.000,502,20408,234,13301,0.192,268,7108,0.102,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210303,31,22616,633,18,15
638,60641,2021-03-03T00:00:00.000,472,13541,267,9426,0.135,205,4116,0.059,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210303,15,22618,139,21,21
639,60642,2021-03-03T00:00:00.000,146,5504,69,3400,0.172,77,2104,0.107,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210303,25,22620,109,46,49
640,60643,2021-03-03T00:00:00.000,387,12029,152,7663,0.157,235,4366,0.089,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210303,71,22212,630,42,13
641,60644,2021-03-03T00:00:00.000,167,6075,65,4278,0.092,102,1797,0.039,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210303,26,22216,674,23,32
642,60645,2021-03-03T00:00:00.000,290,11656,131,7854,0.166,159,3802,0.080,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210303,20,22528,42,27,12
643,60646,2021-03-03T00:00:00.000,308,9024,139,5939,0.208,169,3085,0.108,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210303,12,22532,782,38,18
644,60647,2021-03-03T00:00:00.000,610,19029,359,12558,0.143,251,6471,0.074,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210303,23,22535,322,41,1
645,60649,2021-03-03T00:00:00.000,230,7335,116,4748,0.102,114,2587,0.055,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210303,39,22538,418,33,24
646,60651,2021-03-03T00:00:00.000,274,7842,151,5538,0.087,123,2304,0.036,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210303,24,4299,99,45,5
647,60652,2021-03-03T00:00:00.000,245,7319,111,5137,0.118,134,2182,0.050,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210303,69,4300,199,30,8
648,60653,2021-03-03T00:00:00.000,188,6209,85,4159,0.125,103,2050,0.062,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210303,4,4301,583,10,36
649,60654,2021-03-03T00:00:00.000,139,5504,69,3452,0.172,70,2052,0.102,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210303,37,4446,652,36,55
650,60655,2021-03-03T00:00:00.000,242,9204,86,5606,0.196,156,3598,0.126,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210303,73,4447,369,42,33
651,60656,2021-03-03T00:00:00.000,216,5576,115,3841,0.136,101,1735,0.061,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210303,36,4448,735,29,31
652,60657,2021-03-03T00:00:00.000,537,20991,243,13023,0.184,295,7970,0.112,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210303,57,4449,680,25,22
653,60659,2021-03-03T00:00:00.000,249,8161,102,5451,0.128,148,2711,0.063,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210303,20,4450,30,27,50
654,60660,2021-03-03T00:00:00.000,389,11439,167,7497,0.168,222,3942,0.089,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210303,76,4451,536,16,14
655,60661,2021-03-03T00:00:00.000,81,2908,33,1768,0.171,48,1140,0.110,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210303,29,4452,784,36,45
656,60666,2021-03-03T00:00:00.000,0,36,0,24,0.000,0,12,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210303,75,16197,668,29,38
657,60707,2021-03-03T00:00:00.000,214,2952,154,2094,0.049,60,858,0.020,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210303,,4454,,,
658,60827,2021-03-03T00:00:00.000,11,269,4,185,0.006,7,84,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210303,,4460,,,
659,Unknown,2021-03-03T00:00:00.000,39,2212,25,1374,0.000,14,838,0.000,0,,Unknown-20210303,,,,,
660,60601,2021-03-02T00:00:00.000,46,4025,21,2478,0.164,25,1547,0.103,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210302,38,14309,580,36,42
661,60602,2021-03-02T00:00:00.000,9,675,4,413,0.361,5,262,0.229,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210302,38,14310,92,36,41
662,60603,2021-03-02T00:00:00.000,7,740,2,466,0.443,5,274,0.260,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210302,38,14311,367,36,34
663,60604,2021-03-02T00:00:00.000,10,485,1,296,0.360,9,189,0.230,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210302,38,14912,92,10,29
664,60605,2021-03-02T00:00:00.000,175,10002,95,6014,0.207,80,3988,0.137,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210302,38,14913,368,10,35
665,60606,2021-03-02T00:00:00.000,17,1066,8,656,0.200,9,410,0.125,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210302,38,14914,92,36,46
666,60607,2021-03-02T00:00:00.000,129,9763,63,5824,0.199,66,3939,0.134,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210302,29,14917,87,26,44
667,60608,2021-03-02T00:00:00.000,491,16319,221,11046,0.138,270,5275,0.066,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210302,33,14920,126,26,43
668,60609,2021-03-02T00:00:00.000,271,8694,144,6153,0.101,127,2541,0.042,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210302,59,14924,123,48,37
669,60610,2021-03-02T00:00:00.000,205,11653,115,7339,0.181,90,4314,0.106,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210302,37,14926,290,11,54
670,60611,2021-03-02T00:00:00.000,197,15951,94,9269,0.279,103,6682,0.201,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210302,37,21182,158,36,6
671,60612,2021-03-02T00:00:00.000,158,7832,87,4930,0.146,71,2902,0.086,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210302,29,21184,785,46,28
672,60613,2021-03-02T00:00:00.000,293,13995,153,8892,0.175,140,5103,0.101,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210302,57,21186,725,25,53
673,60614,2021-03-02T00:00:00.000,365,19556,207,12099,0.168,158,7457,0.104,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210302,68,21190,744,34,16
674,60615,2021-03-02T00:00:00.000,161,11610,91,6873,0.169,70,4737,0.117,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210302,8,21192,147,33,10
675,60616,2021-03-02T00:00:00.000,327,12913,130,8485,0.157,197,4429,0.082,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210302,1,21194,377,9,40
676,60617,2021-03-02T00:00:00.000,282,12233,117,8363,0.100,165,3870,0.046,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210302,48,21202,527,47,25
677,60618,2021-03-02T00:00:00.000,582,19843,333,13239,0.139,249,6604,0.070,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210302,16,21538,372,20,39
678,60619,2021-03-02T00:00:00.000,264,9801,124,6532,0.107,140,3269,0.053,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210302,40,21546,140,35,61
679,60620,2021-03-02T00:00:00.000,317,8537,184,6050,0.089,133,2487,0.037,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210302,70,21554,530,13,59
680,60621,2021-03-02T00:00:00.000,80,2981,44,2190,0.078,36,791,0.028,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210302,66,21559,435,4,11
681,60622,2021-03-02T00:00:00.000,320,14677,178,9333,0.175,142,5344,0.100,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210302,25,21560,476,11,4
682,60623,2021-03-02T00:00:00.000,559,14326,345,11301,0.139,214,3025,0.037,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210302,32,21569,754,28,57
683,60624,2021-03-02T00:00:00.000,138,3888,79,2813,0.081,59,1075,0.031,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210302,27,21572,736,23,30
684,60625,2021-03-02T00:00:00.000,483,16666,297,11194,0.141,186,5472,0.069,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210302,6,21849,620,24,20
685,60626,2021-03-02T00:00:00.000,242,11280,130,7368,0.146,112,3912,0.077,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210302,10,21853,358,5,9
686,60628,2021-03-02T00:00:00.000,290,8396,103,5780,0.090,187,2616,0.041,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210302,45,21861,237,43,19
687,60629,2021-03-02T00:00:00.000,827,17243,602,13441,0.122,225,3802,0.035,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210302,64,21867,293,6,58
688,60630,2021-03-02T00:00:00.000,388,11864,214,8125,0.144,174,3740,0.066,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210302,11,21869,129,50,48
689,60631,2021-03-02T00:00:00.000,228,9519,104,6402,0.217,124,3117,0.106,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210302,36,22243,733,29,17
690,60632,2021-03-02T00:00:00.000,731,14926,464,11704,0.130,267,3222,0.036,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210302,55,22248,640,8,56
691,60633,2021-03-02T00:00:00.000,48,1463,24,1013,0.080,24,450,0.035,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210302,52,22250,586,47,26
692,60634,2021-03-02T00:00:00.000,469,15279,226,10582,0.141,243,4697,0.063,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210302,17,22254,396,19,52
693,60636,2021-03-02T00:00:00.000,178,3210,123,2355,0.078,55,855,0.028,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210302,65,22257,280,3,23
694,60637,2021-03-02T00:00:00.000,120,8213,70,5004,0.106,50,3209,0.068,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210302,9,22260,470,4,60
695,60638,2021-03-02T00:00:00.000,363,11470,167,7915,0.135,196,3555,0.061,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210302,53,22268,590,15,7
696,60639,2021-03-02T00:00:00.000,355,15638,191,12578,0.143,164,3060,0.035,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210302,19,22615,306,44,2
697,60640,2021-03-02T00:00:00.000,406,19906,240,13067,0.188,166,6840,0.099,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210302,31,22616,633,18,15
698,60641,2021-03-02T00:00:00.000,386,13069,228,9159,0.131,159,3911,0.056,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210302,15,22618,139,21,21
699,60642,2021-03-02T00:00:00.000,106,5358,54,3331,0.169,52,2027,0.103,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210302,25,22620,109,46,49
700,60643,2021-03-02T00:00:00.000,313,11642,125,7511,0.154,188,4131,0.085,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210302,71,22212,630,42,13
701,60644,2021-03-02T00:00:00.000,196,5908,99,4213,0.090,97,1695,0.036,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210302,26,22216,674,23,32
702,60645,2021-03-02T00:00:00.000,228,11366,125,7723,0.163,103,3643,0.077,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210302,20,22528,42,27,12
703,60646,2021-03-02T00:00:00.000,235,8716,114,5800,0.203,121,2916,0.102,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210302,12,22532,782,38,18
704,60647,2021-03-02T00:00:00.000,545,18419,298,12199,0.139,247,6220,0.071,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210302,23,22535,322,41,1
705,60649,2021-03-02T00:00:00.000,135,7105,72,4632,0.099,63,2473,0.053,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210302,39,22538,418,33,24
706,60651,2021-03-02T00:00:00.000,384,7568,121,5387,0.085,263,2181,0.034,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210302,24,4299,99,45,5
707,60652,2021-03-02T00:00:00.000,218,7074,111,5026,0.116,107,2048,0.047,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210302,69,4300,199,30,8
708,60653,2021-03-02T00:00:00.000,148,6021,59,4074,0.123,89,1947,0.059,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210302,4,4301,583,10,36
709,60654,2021-03-02T00:00:00.000,127,5365,68,3383,0.169,59,1982,0.099,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210302,37,4446,652,36,55
710,60655,2021-03-02T00:00:00.000,225,8962,91,5520,0.193,134,3442,0.120,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210302,73,4447,369,42,33
